loss,params,iteration,estimators,train_time
True,False,"[2, 3]",3
loss,params,iteration,estimators,train_time
False,True,"[2, 3]",11
False,False,[3],18
False,False,"[2, 3]",1
False,True,[3],28
False,False,"[1, 3]",25
True,True,"[1, 3]",25
True,True,"[2, 3]",48
False,False,"[2, 3]",21
True,False,"[2, 3]",1
False,False,[3],36
loss,params,iteration,estimators,train_time
False,False,[3],45
True,False,"[1, 3]",25
False,False,[3],1
True,True,[3],20
False,True,"[1, 3]",35
True,True,[3],24
False,False,[3],49
True,True,"[2, 3]",45
False,False,[3],4
True,True,[3],18
loss,params,iteration,estimators,train_time
True,False,[2],3
True,False,"[2, 3]",41
False,True,"[2, 3]",47
True,True,"[2, 3]",8
False,False,"[2, 3]",20
True,False,[2],7
True,False,[3],33
True,True,"[1, 3]",33
False,False,"[2, 3]",27
True,True,[3],16
